,x,y,metric
110,-4.8734177215189876,-1.20253164556962,1.9619899405774943e-06
111,-4.8734177215189876,-1.0759493670886071,1.9971434626035925e-06
112,-4.8734177215189876,-0.9493670886075947,2.0293107560366298e-06
113,-4.8734177215189876,-0.8227848101265822,2.0583283655109507e-06
114,-4.8734177215189876,-0.6962025316455698,2.084047284280842e-06
115,-4.8734177215189876,-0.5696202531645564,2.1063342279716423e-06
116,-4.8734177215189876,-0.443037974683544,2.125072784721244e-06
117,-4.8734177215189876,-0.31645569620253156,2.140164427830247e-06
118,-4.8734177215189876,-0.18987341772151822,2.1515293785978444e-06
119,-4.8734177215189876,-0.06329113924050578,2.1591073087718855e-06
120,-4.8734177215189876,0.06329113924050667,2.1628578739594525e-06
121,-4.8734177215189876,0.1898734177215191,2.162761071399082e-06
122,-4.8734177215189876,0.31645569620253156,2.158817417655454e-06
123,-4.8734177215189876,0.4430379746835449,2.1510479440278916e-06
124,-4.8734177215189876,0.5696202531645573,2.1394940097298004e-06
125,-4.8734177215189876,0.6962025316455698,2.12421693516097e-06
126,-4.8734177215189876,0.8227848101265831,2.1052974598224688e-06
127,-4.8734177215189876,0.9493670886075956,2.0828350315791303e-06
128,-4.8734177215189876,1.075949367088608,2.056946936023229e-06
129,-4.8734177215189876,1.2025316455696204,2.027767276603191e-06
130,-4.8734177215189876,1.3291139240506329,1.9954458179234244e-06
131,-4.8734177215189876,1.4556962025316462,1.960146706169865e-06
132,-4.8734177215189876,1.5822784810126587,1.9220470819480217e-06
133,-4.8734177215189876,1.708860759493671,1.8813356019180376e-06
134,-4.8734177215189876,1.8354430379746844,1.8382108864604985e-06
135,-4.8734177215189876,1.9620253164556969,1.7928799111984813e-06
136,-4.8734177215189876,2.0886075949367093,1.7455563605306193e-06
137,-4.8734177215189876,2.2151898734177218,1.6964589613971933e-06
138,-4.8734177215189876,2.3417721518987342,1.645809815311032e-06
139,-4.8734177215189876,2.4683544303797476,1.593832746246498e-06
140,-4.8734177215189876,2.59493670886076,1.54075168130613e-06
141,-4.8734177215189876,2.7215189873417724,1.4867890801929345e-06
142,-4.8734177215189876,2.8481012658227858,1.4321644284268497e-06
143,-4.8734177215189876,2.974683544303798,1.3770928079800673e-06
144,-4.8734177215189876,3.1012658227848107,1.3217835575930403e-06
145,-4.8734177215189876,3.227848101265824,1.2664390334983814e-06
146,-4.8734177215189876,3.3544303797468356,1.2112534796520678e-06
147,-4.8734177215189876,3.481012658227849,1.1564120148792213e-06
148,-4.8734177215189876,3.6075949367088604,1.102089742614418e-06
149,-4.8734177215189876,3.7341772151898738,1.0484509871824327e-06
150,-4.8734177215189876,3.860759493670887,9.956486588518256e-07
151,-4.8734177215189876,3.9873417721518987,9.438237482269126e-07
152,-4.8734177215189876,4.113924050632912,8.931049489470157e-07
153,-4.8734177215189876,4.240506329113925,8.436084061573024e-07
154,-4.8734177215189876,4.367088607594937,7.954375868215747e-07
155,-4.8734177215189876,4.49367088607595,7.48683266680414e-07
156,-4.8734177215189876,4.6202531645569636,7.034236275308479e-07
157,-4.8734177215189876,4.746835443037975,6.597244575262407e-07
158,-4.8734177215189876,4.873417721518988,6.176394463741621e-07
159,-4.8734177215189876,5.0,5.772105666491531e-07
160,-4.746835443037975,-5.0,9.53003307765769e-07
161,-4.746835443037975,-4.8734177215189876,1.0232992810794579e-06
162,-4.746835443037975,-4.746835443037975,1.0968260019472624e-06
163,-4.746835443037975,-4.620253164556962,1.1735446382450799e-06
164,-4.746835443037975,-4.493670886075949,1.2533959789982977e-06
165,-4.746835443037975,-4.367088607594937,1.3362994454894034e-06
166,-4.746835443037975,-4.240506329113924,1.4221522305628634e-06
167,-4.746835443037975,-4.113924050632911,1.5108285843268395e-06
168,-4.746835443037975,-3.9873417721518987,1.6021792637904568e-06
169,-4.746835443037975,-3.8607594936708862,1.6960311630133164e-06
170,-4.746835443037975,-3.7341772151898733,1.7921871390772143e-06
171,-4.746835443037975,-3.6075949367088604,1.8904260476203465e-06
172,-4.746835443037975,-3.481012658227848,1.990502999808608e-06
173,-4.746835443037975,-3.3544303797468356,2.0921498504702007e-06
174,-4.746835443037975,-3.2278481012658227,2.1950759247078157e-06
175,-4.746835443037975,-3.10126582278481,2.2989689876515985e-06
176,-4.746835443037975,-2.9746835443037973,2.4034964591573896e-06
177,-4.746835443037975,-2.848101265822785,2.5083068722232954e-06
178,-4.746835443037975,-2.721518987341772,2.6130315707357275e-06
179,-4.746835443037975,-2.594936708860759,2.7172866389080467e-06
180,-4.746835443037975,-2.4683544303797467,2.8206750514905576e-06
181,-4.746835443037975,-2.3417721518987342,2.922789030561646e-06
182,-4.746835443037975,-2.2151898734177213,3.023212591510415e-06
183,-4.746835443037975,-2.0886075949367084,3.1215242577460318e-06
184,-4.746835443037975,-1.962025316455696,3.2172999207733604e-06
185,-4.746835443037975,-1.8354430379746836,3.3101158196119645e-06
186,-4.746835443037975,-1.7088607594936707,3.399551611157545e-06
187,-4.746835443037975,-1.5822784810126578,3.485193501039908e-06
188,-4.746835443037975,-1.4556962025316453,3.5666374028627147e-06
189,-4.746835443037975,-1.3291139240506329,3.6434920924565055e-06
190,-4.746835443037975,-1.20253164556962,3.7153823229689643e-06
191,-4.746835443037975,-1.0759493670886071,3.7819518662803955e-06
192,-4.746835443037975,-0.9493670886075947,3.842866446384554e-06
193,-4.746835443037975,-0.8227848101265822,3.89781653102361e-06
194,-4.746835443037975,-0.6962025316455698,3.9465199490112694e-06
195,-4.746835443037975,-0.5696202531645564,3.98872430231057e-06
196,-4.746835443037975,-0.443037974683544,4.0242091440345425e-06
197,-4.746835443037975,-0.31645569620253156,4.0527878960821915e-06
198,-4.746835443037975,-0.18987341772151822,4.074309483074078e-06
199,-4.746835443037975,-0.06329113924050578,4.088659662568391e-06
200,-4.746835443037975,0.06329113924050667,4.095762035170225e-06
201,-4.746835443037975,0.1898734177215191,4.0955787220378885e-06
202,-4.746835443037975,0.31645569620253156,4.088110701379907e-06
203,-4.746835443037975,0.4430379746835449,4.073397799760176e-06
204,-4.746835443037975,0.5696202531645573,4.051518338319493e-06
205,-4.746835443037975,0.6962025316455698,4.0225884383104215e-06
206,-4.746835443037975,0.8227848101265831,3.986760994561232e-06
207,-4.746835443037975,0.9493670886075956,3.944224329566052e-06
208,-4.746835443037975,1.075949367088608,3.8952005447777286e-06
209,-4.746835443037975,1.2025316455696204,3.839943589297337e-06
210,-4.746835443037975,1.3291139240506329,3.7787370694534947e-06
211,-4.746835443037975,1.4556962025316462,3.7118918256970068e-06
212,-4.746835443037975,1.5822784810126587,3.6397433057591668e-06
213,-4.746835443037975,1.708860759493671,3.562648765100724e-06
214,-4.746835443037975,1.8354430379746844,3.4809843272867124e-06
215,-4.746835443037975,1.9620253164556969,3.3951419380429283e-06
216,-4.746835443037975,2.0886075949367093,3.3055262473734094e-06
217,-4.746835443037975,2.2151898734177218,3.212551454245576e-06
218,-4.746835443037975,2.3417721518987342,3.1166381479894763e-06
219,-4.746835443037975,2.4683544303797476,3.0182101797271794e-06
220,-4.746835443037975,2.59493670886076,2.9176915958725847e-06
221,-4.746835443037975,2.7215189873417724,2.815503664053536e-06
222,-4.746835443037975,2.8481012658227858,2.712062019745049e-06
223,-4.746835443037975,2.974683544303798,2.6077739595091205e-06
224,-4.746835443037975,3.1012658227848107,2.5030359040611204e-06
225,-4.746835443037975,3.227848101265824,2.3982310514766558e-06
226,-4.746835443037975,3.3544303797468356,2.293727237770305e-06
227,-4.746835443037975,3.481012658227849,2.1898750188732065e-06
228,-4.746835443037975,3.6075949367088604,2.087005984765544e-06
229,-4.746835443037975,3.7341772151898738,1.9854313132361905e-06
230,-4.746835443037975,3.860759493670887,1.8854405674969967e-06
231,-4.746835443037975,3.9873417721518987,1.787300738722659e-06
232,-4.746835443037975,4.113924050632912,1.6912555315636078e-06
233,-4.746835443037975,4.240506329113925,1.597524887830109e-06
234,-4.746835443037975,4.367088607594937,1.5063047409061064e-06
235,-4.746835443037975,4.49367088607595,1.4177669910521135e-06
236,-4.746835443037975,4.6202531645569636,1.3320596896218337e-06
237,-4.746835443037975,4.746835443037975,1.24930741836618e-06
238,-4.746835443037975,4.873417721518988,1.1696118484437565e-06
239,-4.746835443037975,5.0,1.0930524625054556e-06
240,-4.620253164556962,-5.0,1.7759977444028297e-06
241,-4.620253164556962,-4.8734177215189876,1.9069999025573542e-06
242,-4.620253164556962,-4.746835443037975,2.044022816696755e-06
243,-4.620253164556962,-4.620253164556962,2.1869941200577298e-06
244,-4.620253164556962,-4.493670886075949,2.3358034682621216e-06
245,-4.620253164556962,-4.367088607594937,2.4903006964370814e-06
246,-4.620253164556962,-4.240506329113924,2.650294215240944e-06
247,-4.620253164556962,-4.113924050632911,2.815549679711375e-06
248,-4.620253164556962,-3.9873417721518987,2.9857889636204776e-06
249,-4.620253164556962,-3.8607594936708862,3.1606894702288846e-06
250,-4.620253164556962,-3.7341772151898733,3.339883807970164e-06
251,-4.620253164556962,-3.6075949367088604,3.5229598566716455e-06
252,-4.620253164556962,-3.481012658227848,3.7094612464409523e-06
253,-4.620253164556962,-3.3544303797468356,3.898888267343812e-06
254,-4.620253164556962,-3.2278481012658227,4.090699223503862e-06
255,-4.620253164556962,-3.10126582278481,4.284312240314723e-06
256,-4.620253164556962,-2.9746835443037973,4.479107528127137e-06
257,-4.620253164556962,-2.848101265822785,4.674430100124682e-06
258,-4.620253164556962,-2.721518987341772,4.869592936209045e-06
259,-4.620253164556962,-2.594936708860759,5.063880578662969e-06
260,-4.620253164556962,-2.4683544303797467,5.256553139238235e-06
261,-4.620253164556962,-2.3417721518987342,5.446850691224093e-06
262,-4.620253164556962,-2.2151898734177213,5.6339980140891565e-06
263,-4.620253164556962,-2.0886075949367084,5.8172096525589924e-06
264,-4.620253164556962,-1.962025316455696,5.995695246595386e-06
265,-4.620253164556962,-1.8354430379746836,6.1686650837815094e-06
266,-4.620253164556962,-1.7088607594936707,6.335335821185574e-06
267,-4.620253164556962,-1.5822784810126578,6.494936319964593e-06
268,-4.620253164556962,-1.4556962025316453,6.646713532859873e-06
269,-4.620253164556962,-1.3291139240506329,6.789938382399325e-06
270,-4.620253164556962,-1.20253164556962,6.923911566116865e-06
271,-4.620253164556962,-1.0759493670886071,7.047969224472954e-06
